Date,Revenue,MA7,MA30,Rolling_STD,Pct_Change,Difference,Lag1,Lag7,Lag30,Expanding
2022-02-24,99149.38399999999,77176.07542857142,71625.10856666666,21062.92971767259,77.46416452274214,43279.29649999999,55870.0875,42421.2965,64295.4055,75760.16255454546
2022-02-25,80122.507,77075.77114285715,71761.10711666667,21105.564194591956,-19.19011115590995,-19026.876999999993,99149.38399999999,80824.637,76042.5505,75838.06156249999
2022-02-26,64829.242,78713.36428571427,71543.9013,21143.485964738953,-19.087352071996445,-15293.265,80122.507,53366.090000000004,71345.41649999999,75644.92437719299
2022-02-27,67652.909,76454.25035714285,71811.25821666667,21038.117951109383,4.355545295439356,2823.6670000000013,64829.242,83466.7065,59632.2015,75507.1310086207
2022-02-28,92515.748,78363.682,73455.50708333333,20647.92241401573,36.750583777557885,24862.839000000007,67652.909,79149.7265,43188.282,75795.41265254238
2022-03-01,93472.7405,79087.51685714287,74734.71986666667,20660.05973717441,1.0344103795172144,956.992499999993,92515.748,88405.8965,55096.356999999996,76090.03478333334
2022-03-02,65668.542,80487.29607142857,73961.73511666668,20546.922726049146,-29.74578294299609,-27804.1985,93472.7405,55870.0875,88858.0845,75919.19063934426
2022-03-03,93497.8865,79679.93928571428,75704.06994999999,19880.840257704604,42.378502175364254,27829.344499999992,65668.542,99149.38399999999,41227.8415,76202.71799193548
2022-03-04,114649.238,84612.32942857142,76495.24503333334,20950.510086991348,22.62227767041558,21151.351500000004,93497.8865,80122.507,90913.9855,76812.98021428571
2022-03-05,93593.834,88721.55685714286,76950.92461666667,21175.10914935319,-18.3650623129305,-21055.403999999995,114649.238,64829.242,79923.4465,77075.1810546875
2022-03-06,42757.563,85165.07885714286,76742.59843333335,21487.937847838017,-54.315833455438955,-50836.271,93593.834,67652.909,49007.3485,76547.2177
2022-03-07,86848.4415,84355.46364285714,77509.86318333333,21421.836757623627,103.11831499844834,44090.8785,42757.563,92515.748,63830.498999999996,76703.29684848485
2022-03-08,95001.04149999999,84573.79235714287,76230.38085,18976.11802612033,9.387157511629018,8152.599999999991,86848.4415,93472.7405,133385.5115,76976.39751492537
2022-03-09,56781.52,83304.2177857143,75388.74154999999,19267.680998982985,-40.23063420836286,-38219.521499999995,95001.04149999999,65668.542,82030.699,76679.41402205883
2022-03-10,73764.7345,80485.19607142858,75360.14138333334,19269.493937801748,29.90975673071099,16983.21450000001,56781.52,93497.8865,74622.7395,76637.17228985508
2022-03-11,70771.7485,74216.98328571428,75833.96723333333,18963.528863608408,-4.057475459360605,-2992.9860000000044,73764.7345,114649.238,56556.973,76553.38052142857
2022-03-12,79449.3885,72196.34821428571,75716.46048333333,18928.64633476875,12.261446387748908,8677.64,70771.7485,93593.834,82974.591,76594.1693661972
2022-03-13,75247.347,76837.74592857143,75210.04678333334,18723.27229961963,-5.288953860230161,-4202.041500000007,79449.3885,42757.563,90439.758,76575.4635
2022-03-14,90470.8485,77355.23264285714,76561.54731666666,18293.649556634165,20.231280047654042,15223.501499999998,75247.347,86848.4415,49925.832500000004,76765.81123972603
2022-03-15,85614.897,76014.35485714285,77179.58695,18275.24768912388,-5.367421197558453,-4855.951499999996,90470.8485,95001.04149999999,67073.708,76885.39347972973
2022-03-16,100669.181,82284.02071428571,77525.01001666667,18626.475061440928,17.583720272419413,15054.284,85614.897,56781.52,90306.489,77202.51064666666
2022-03-17,62422.645,80663.72221428572,76914.37303333334,18816.692224140716,-37.99229875526652,-38246.536,100669.181,73764.7345,80741.7545,77008.03873026316
2022-03-18,65758.327,79947.51914285714,77807.13848333334,17547.12600079861,5.343704996800458,3335.682000000008,62422.645,70771.7485,38975.3635,76861.93857792208
2022-03-19,66179.3955,78051.80585714286,78599.07511666666,16393.20609995214,0.6403272698832341,421.06849999999395,65758.327,79449.3885,42421.2965,76724.9828974359
2022-03-20,69957.404,77296.09971428571,78236.83401666666,16462.25335100328,5.708738303600858,3778.0084999999963,66179.3955,75247.347,80824.637,76639.31734177216
2022-03-21,44435.322,70719.59592857143,77939.14175,16999.490319425757,-36.48231715402132,-25522.081999999995,69957.404,90470.8485,53366.090000000004,76236.7674
2022-03-22,99085.1005,72643.91071428571,78459.75488333334,17408.8403234763,122.98724537204886,54649.7785,44435.322,85614.897,83466.7065,76518.84558641975
2022-03-23,60739.97,66939.73771428571,77846.09633333333,17705.620899668633,-38.699189188388615,-38345.1305,99085.1005,100669.181,79149.7265,76326.42027439024
2022-03-24,88583.2615,70676.96864285714,77852.0085,17709.297791220415,45.84014694113281,27843.291499999992,60739.97,62422.645,88405.8965,76474.09306024096
2022-03-25,80257.8035,72748.32242857142,78664.93236666666,17218.38958970952,-9.398455034306908,-8325.457999999999,88583.2615,65758.327,55870.0875,76519.13723214285
2022-03-26,79500.93149999999,74651.39899999999,78009.98395,16780.46141612654,-0.9430509769682405,-756.872000000003,80257.8035,66179.3955,99149.38399999999,76554.21716470589
2022-03-27,79448.833,76007.31742857142,77987.52815,16777.987508132577,-0.06553193656604339,-52.09849999999278,79500.93149999999,69957.404,80122.507,76587.8754883721
2022-03-28,63054.858,78667.25114285715,77928.38201666667,16829.022832409762,-20.63463285860977,-16393.975,79448.833,44435.322,64829.242,76432.3235632184
2022-03-29,68836.558,74346.03078571429,77967.83698333334,16805.472725934018,9.169317295108348,5781.700000000004,63054.858,99085.1005,67652.909,76346.00804545454
2022-03-30,77950.7805,76804.718,77482.33806666666,16579.568640403297,13.240380932469042,9114.222499999989,68836.558,60739.97,92515.748,76364.03919662921
2022-03-31,75655.5235,74957.89828571428,76888.43083333335,16303.842682420474,-2.944495212591225,-2295.256999999998,77950.7805,88583.2615,93472.7405,76356.1668
2022-04-01,104440.235,78412.53135714284,78180.82059999999,16909.241676665744,38.04707200261459,28784.711500000005,75655.5235,80257.8035,65668.542,76664.78293406592
2022-04-02,131738.4675,85875.0365,79455.50663333334,19366.53304872172,26.13765901618279,27298.2325,104440.235,79500.93149999999,93497.8865,77263.40994021739
2022-04-03,92301.0705,87711.07042857143,78710.56771666666,18370.307030402368,-29.93612856472617,-39437.397,131738.4675,79448.833,114649.238,77425.10521505376
2022-04-04,71946.054,88981.24128571429,77988.97505000001,18189.807095156364,-22.052849863751035,-20355.016499999998,92301.0705,63054.858,93593.834,77366.81743617021
2022-04-05,53928.5635,86851.5277857143,78361.34173333333,17546.681269003362,-25.043055870722263,-18017.490500000007,71946.054,68836.558,42757.563,77120.0989736842
2022-04-06,90931.4,88705.902,78497.44034999999,17630.415040489952,68.61454134597894,37002.8365,53928.5635,77950.7805,86848.4415,77263.96669270833
2022-04-07,65906.9625,87313.25042857144,77527.63771666666,17490.93387586103,-27.520127810635277,-25024.4375,90931.4,75655.5235,95001.04149999999,77146.88417525773
2022-04-08,74459.1425,83030.23721428572,78116.8918,17060.38759209394,12.976140419155268,8552.180000000008,65906.9625,104440.235,56781.52,77119.45823979592
2022-04-09,74269.1,74820.32757142857,78133.70398333334,17056.198861076125,-0.25523057830003637,-190.04249999999593,74459.1425,131738.4675,73764.7345,77090.66674242425
2022-04-10,114705.277,78020.92850000001,79598.15493333334,18246.819973198148,54.44549213602965,40436.176999999996,74269.1,92301.0705,70771.7485,77466.81284500001
2022-04-11,60780.929000000004,76425.91064285715,78975.87295,18567.5797814416,-47.0112181499723,-53924.348,114705.277,71946.054,79449.3885,77301.60607425742
2022-04-12,102576.001,83375.54457142857,79886.82808333333,19042.660374333343,68.76346361866234,41795.072,60780.929000000004,53928.5635,75247.347,77549.39425980391
2022-04-13,85083.4225,82540.11921428572,79707.24721666667,18964.64963407616,-17.053285690090412,-17492.578500000003,102576.001,90931.4,90470.8485,77622.54016504854
2022-04-14,91560.053,86204.84642857143,79905.41908333333,19059.336252208243,7.612094471164466,6476.630499999999,85083.4225,65906.9625,85614.897,77756.55471153845
2022-04-15,81639.603,87230.62650000001,79271.09981666667,18656.877635274264,-10.834910722474135,-9920.449999999997,91560.053,74459.1425,100669.181,77793.53612380952
2022-04-16,72761.0015,87015.18385714285,79615.7117,18429.026617240386,-10.875360944614098,-8878.601500000004,81639.603,74269.1,62422.645,77746.05938207547
2022-04-17,37523.023,75989.14757142858,78674.5349,19828.953541445444,-48.42976013737249,-35237.9785,72761.0015,114705.277,65758.327,77370.14315420561
2022-04-18,53751.934,74985.00542857144,78260.28618333333,20224.851582877032,43.25054247361679,16228.911,37523.023,60780.929000000004,66179.3955,77151.45603240741
2022-04-19,80836.6495,71879.38378571428,78622.92770000001,20168.2992583304,50.38835532875896,27084.7155,53751.934,102576.001,69957.404,77185.265146789
2022-04-20,90757.045,72689.90128571428,80166.98513333334,19211.14042160673,12.272150764981916,9920.395499999999,80836.6495,85083.4225,44435.322,77308.64496363637
2022-04-21,73809.124,70154.05428571429,79324.45258333332,18904.661939988306,-18.673945366996026,-16947.921000000002,90757.045,91560.053,99085.1005,77277.11774774775
2022-04-22,105730.663,73595.63428571429,80824.14235000001,19162.313878965426,43.24877097850397,31921.539000000004,73809.124,81639.603,60739.97,77531.16725892856
2022-04-23,73195.1815,73657.66,80311.20635000001,19153.407850326752,-30.77203961163092,-32535.481499999994,105730.663,72761.0015,88583.2615,77492.79570353983
2022-04-24,47356.990000000005,75062.51242857143,79214.51256666666,20076.262653548703,-35.300399521517676,-25838.1915,73195.1815,37523.023,80257.8035,77228.44653070175
2022-04-25,76808.287,78356.27714285716,79124.75775,20080.956452829683,62.18996815464833,29451.29699999999,47356.990000000005,53751.934,79500.93149999999,77224.79296956523
2022-04-26,94926.6945,80369.1407142857,79640.68646666667,20287.34126868935,23.58913107904621,18118.4075,76808.287,80836.6495,79448.833,77377.39556896551
2022-04-27,67207.8065,77004.96378571428,79779.11808333333,20184.171124731394,-29.200308876235013,-27718.88799999999,94926.6945,90757.045,63054.858,77290.47600427351
2022-04-28,83794.3515,78431.42485714286,80277.71119999999,20089.066147014084,24.679491659945786,16586.545,67207.8065,73809.124,68836.558,77345.59359322034
2022-04-29,86809.6565,75728.42392857143,80573.00706666666,20118.770181245643,3.5984585428768368,3015.304999999993,83794.3515,105730.663,77950.7805,77425.12353361344
2022-04-30,78909.33499999999,76544.73157142858,80681.46744999998,20100.107861300898,-9.100740422812304,-7900.3215000000055,86809.6565,73195.1815,75655.5235,77437.49196249999
2022-05-01,88583.5465,82434.23964285714,80152.91116666667,19657.409246739295,12.259907525516468,9674.211500000005,78909.33499999999,47356.990000000005,104440.235,77529.60811570249
2022-05-02,80298.9555,82932.90657142855,78438.26076666667,17076.65207580135,-9.352290947168163,-8284.591,88583.5465,76808.287,131738.4675,77552.30768442623
2022-05-03,73617.5635,79888.745,77815.47720000001,16893.352278263792,-8.320646213137838,-6681.391999999993,80298.9555,94926.6945,92301.0705,77520.31789430894
2022-05-04,111830.33300000001,86263.39164285714,79144.95316666667,17951.765143009983,51.90713694293891,38212.76950000001,73617.5635,67207.8065,71946.054,77797.01156451613
2022-05-05,57191.0725,82462.92321428572,79253.70346666667,17803.004444636266,-48.85906983751895,-54639.26050000001,111830.33300000001,83794.3515,53928.5635,77632.16405200001
2022-05-06,51771.3245,77457.44721428571,77948.36761666667,18344.648338581515,-9.476562972306557,-5419.748,57191.0725,86809.6565,90931.4,77426.91929365079
2022-05-07,76411.34449999999,77100.59142857142,78298.51368333332,18206.617300385158,47.5939532897212,24640.01999999999,51771.3245,78909.33499999999,65906.9625,77418.92264173228
2022-05-08,74330.54699999999,75064.44864285714,78294.22716666668,18207.567514869803,-2.723152581093502,-2080.7975000000006,76411.34449999999,88583.5465,74459.1425,77394.79470703125
2022-05-09,60296.641,72206.97514285715,77828.47853333334,18490.588225554027,-18.880401889145237,-14033.905999999988,74330.54699999999,80298.9555,74269.1,77262.25087984496
2022-05-10,63499.7875,70761.57857142857,76121.62888333334,17293.776820329236,5.312313334336483,3203.1464999999953,60296.641,73617.5635,114705.277,77156.38577692308
2022-05-11,55597.5875,62728.32921428571,75948.85083333333,17477.24670455726,-12.444451093635545,-7902.199999999997,63499.7875,111830.33300000001,60780.929000000004,76991.81479770991
2022-05-12,99755.315,68808.93528571428,75854.82796666668,17336.077410918748,79.42381942381942,44157.7275,55597.5875,57191.0725,102576.001,77164.26555681818
2022-05-13,101001.3535,75841.79657142857,76385.42566666666,17863.836124767793,1.2490948477281494,1246.038499999995,99755.315,51771.3245,85083.4225,77343.49178195489
2022-05-14,120149.833,82090.15207142857,77338.41833333332,19398.00094173852,18.95863652955898,19148.4795,101001.3535,76411.34449999999,91560.053,77662.94208955223
2022-05-15,56534.248,79547.82364285714,76501.57316666665,19744.483991185596,-52.94687758742036,-63615.585,120149.833,74330.54699999999,81639.603,77506.43324444444
2022-05-16,55181.376,78817.07149999999,75915.58565000001,20116.687432121642,-2.3930131696454193,-1352.872000000003,56534.248,60296.641,72761.0015,77342.27841176471
2022-05-17,91683.624,82843.33385714286,77720.93901666667,18948.76524703099,66.14957916236087,36502.248,55181.376,63499.7875,37523.023,77446.95976642336
2022-05-18,82233.0495,86648.39985714285,78670.30953333335,18412.34802630629,-10.307810803813776,-9450.574500000002,91683.624,55597.5875,53751.934,77481.64157608696
2022-05-19,61804.4975,81226.8545,78035.90446666666,18661.328932652654,-24.842264909560473,-20428.551999999996,82233.0495,99755.315,80836.6495,77368.85636690648
2022-05-20,65019.373,76086.57157142858,77177.98206666666,18647.947541743004,5.201685362784492,3214.875500000002,61804.4975,101001.3535,90757.045,77280.64577142856
2022-05-21,101864.2665,73474.34778571429,78113.15348333333,19169.353725333665,56.66756198956271,36844.8935,65019.373,120149.833,73809.124,77454.99769148936
2022-05-22,91424.961,78458.73535714285,77636.29675,18628.968137614836,-10.248250793618585,-10439.305500000002,101864.2665,56534.248,105730.663,77553.37771478874
2022-05-23,58277.335,78901.01521428571,77139.0352,18947.971401014944,-36.25664767852621,-33147.626,91424.961,55181.376,73195.1815,77418.58021328671
2022-05-24,72561.5065,76169.28414285716,77979.18575,18122.714791018338,24.51068069602016,14284.171500000004,58277.335,91683.624,47356.990000000005,77384.85053472222
2022-05-25,85625.038,76653.85392857144,78273.07745,18174.487455000795,18.00339068208292,13063.531499999997,72561.5065,82233.0495,76808.287,77441.67941379311
2022-05-26,72691.3085,78209.11264285714,77531.89791666667,17923.573962465944,-15.105078843877418,-12933.729500000001,85625.038,61804.4975,94926.6945,77409.14262671233
2022-05-27,77272.993,79959.62978571429,77867.40413333333,17817.546407563947,6.302933039099168,4581.684500000003,72691.3085,65019.373,67207.8065,77408.21643877552
2022-05-28,91157.5925,78430.10492857143,78112.84550000001,17952.213385181167,17.968243445675782,13884.599499999997,77272.993,101864.2665,83794.3515,77501.11762837837
2022-05-29,45645.125,71890.12835714286,76740.69445000001,18816.91406701848,-49.92723727318709,-45512.4675,91157.5925,91424.961,86809.6565,77287.31902013422
2022-05-30,76024.013,74425.36807142857,76644.51705,18812.820759422626,66.55450718997922,30378.888000000006,45645.125,58277.335,78909.33499999999,77278.89698
2022-05-31,119815.48550000001,81175.9365,77685.58168333332,20301.53905193357,57.602158544301,43791.4725,76024.013,72561.5065,88583.5465,77560.59624172185
2022-06-01,125614.625,86888.73464285715,79196.10399999999,22108.1474207175,4.840058424668303,5799.13949999999,119815.48550000001,85625.038,80298.9555,77876.74116776316
2022-06-02,84252.9345,88540.3955,79550.61636666667,22100.878699149558,-32.927448137507874,-41361.6905,125614.625,72691.3085,73617.5635,77918.41563398692
2022-06-03,59582.459500000004,86013.17642857143,77809.02058333335,21520.454460581528,-29.281443010154142,-24670.475,84252.9345,77272.993,111830.33300000001,77799.35098376623
2022-06-04,62568.060999999994,81928.95764285715,77988.25353333332,21364.643833511913,5.0108732084146235,2985.6014999999898,59582.459500000004,91157.5925,57191.0725,77701.08459677419
2022-06-05,56637.77849999999,83499.33671428573,78150.46866666667,21176.367912969126,-9.478130543313467,-5930.282500000001,62568.060999999994,45645.125,51771.3245,77566.06340384616
2022-06-06,62204.795,81525.1627142857,77676.91701666666,21374.518024360492,9.829157582513592,5567.016500000005,56637.77849999999,76024.013,76411.34449999999,77468.22092993632
2022-06-07,116006.177,80980.97578571427,79066.10468333332,22475.480363722796,86.49073114058167,53801.382,62204.795,119815.48550000001,74330.54699999999,77712.1320443038
2022-06-08,78401.616,74236.2602142857,79669.60385,22195.442022575553,-32.41599884806134,-37604.561,116006.177,125614.625,60296.641,77716.46842138364
2022-06-09,82526.539,73989.63228571428,80303.8289,21988.33830887842,5.261272930904903,4124.92300000001,78401.616,84252.9345,63499.7875,77746.5313625
2022-06-10,85199.9135,77649.26857142856,81290.5731,21500.19004149634,3.2394118696774443,2673.374499999991,82526.539,59582.459500000004,55597.5875,77792.82566149067
2022-06-11,91791.135,81823.99342857141,81025.10043333333,21312.686700545768,7.736183323707246,6591.2215,85199.9135,62568.060999999994,99755.315,77879.23497839506
2022-06-12,85512.849,85949.0035,80508.81694999998,20997.35661444589,-6.839752008731558,-6278.285999999993,91791.135,56637.77849999999,101001.3535,77926.06696625767
2022-06-13,74699.8585,87734.01257142857,78993.8178,19633.94117083517,-12.644872234346916,-10812.9905,85512.849,62204.795,120149.833,77906.39496341464
2022-06-14,67455.0845,80798.1422142857,79357.84568333333,19301.59215575573,-9.698511008558341,-7244.774000000005,74699.8585,116006.177,56534.248,77843.05368787878
2022-06-15,71189.617,79767.85664285715,79891.45371666666,18825.577318750882,5.536324693211236,3734.532500000001,67455.0845,78401.616,55181.376,77802.9727439759
2022-06-16,68995.2065,77834.80914285714,79135.17313333334,18791.214559430045,-3.082486733985379,-2194.410499999998,71189.617,82526.539,91683.624,77750.23162874252
2022-06-17,73858.708,76214.63692857142,78856.02841666665,18805.80356778412,7.049042602691524,4863.5014999999985,68995.2065,85199.9135,82233.0495,77727.06779761905
2022-06-18,63731.813500000004,72206.16242857142,78920.27228333334,18748.749419521046,-13.711172012378004,-10126.894499999995,73858.708,91791.135,61804.4975,77644.25564201183
2022-06-19,74539.8105,70638.5855,79237.6202,18585.204249271665,16.958558695336666,10807.997000000003,63731.813500000004,85512.849,65019.373,77625.9942
2022-06-20,87742.8305,72501.86721428571,78766.90566666666,18166.48202609866,17.712709371591416,13203.01999999999,74539.8105,74699.8585,101864.2665,77685.15698538012
2022-06-21,70598.6755,72950.95164285715,78072.69615,18063.72514811765,-19.539094991926433,-17144.155,87742.8305,67455.0845,91424.961,77643.9565116279
2022-06-22,71546.3545,73001.91414285715,78514.99680000001,17721.5189051862,1.3423467130059707,947.6790000000037,70598.6755,71189.617,58277.335,77608.71025722542
2022-06-23,87274.412,75613.22921428572,79005.42698333334,17754.63260755786,21.983031294767088,15728.057499999995,71546.3545,68995.2065,72561.5065,77664.26026724138
2022-06-24,74733.79000000001,75738.24092857142,78642.38538333333,17725.93662547161,-14.369185323184974,-12540.621999999988,87274.412,73858.708,85625.038,77647.51472285714
2022-06-25,101796.112,81175.99785714285,79612.5455,18179.65845897619,36.211627966412486,27062.321999999986,74733.79000000001,63731.813500000004,72691.3085,77784.72266193182
2022-06-26,68688.4515,80340.08942857142,79326.39411666666,18285.009230534084,-32.52350197815021,-33107.6605,101796.112,74539.8105,77272.993,77733.33129943503
2022-06-27,88297.495,80419.32721428572,79231.05753333333,18228.56420680834,28.547802537082955,19609.0435,68688.4515,87742.8305,91157.5925,77792.68053370787
2022-06-28,58548.8095,78697.91778571428,79661.18035,17548.284510582827,-33.69142635360153,-29748.685499999992,88297.495,70598.6755,45645.125,77685.17287430167
2022-06-29,89339.6945,81239.82349999998,80105.03640000001,17621.363202866385,52.59011286984408,30790.884999999995,58548.8095,71546.3545,76024.013,77749.92021666667
2022-06-30,78077.8195,79926.02457142857,78713.78086666667,15946.011148135842,-12.605678878832528,-11261.875,89339.6945,87274.412,119815.48550000001,77751.73181491712
2022-07-01,68444.3945,79027.53949999998,76808.10651666667,13353.039365548715,-12.338235188548019,-9633.425000000003,78077.8195,74733.79000000001,125614.625,77700.5925989011
2022-07-02,98006.525,78486.16992857143,77266.55953333335,13844.51622556407,43.19145594896015,29562.1305,68444.3945,101796.112,84252.9345,77811.55397814208
2022-07-03,96857.4525,82510.31292857144,78509.0593,13875.31892049102,-1.1724448958883027,-1149.0724999999948,98006.525,68688.4515,59582.459500000004,77915.06429619565
2022-07-04,72733.6755,80286.91014285713,78847.91311666668,13593.86874112783,-24.90647480120335,-24123.777000000002,96857.4525,88297.495,62568.060999999994,77887.05678918918
2022-07-05,73707.337,82452.41407142857,79416.8984,12975.34514685534,1.3386667087929682,973.661500000002,72733.6755,58548.8095,56637.77849999999,77864.58517741936
